ticker,company_name,fiscal_year,revenue_billions,cost_of_revenue_billions,gross_profit_billions,operating_income_billions,net_income_billions,interest_expense_millions,eps_basic_usd,eps_diluted_usd,total_assets_billions,current_assets_billions,total_liabilities_billions,current_liabilities_billions,stockholders_equity_billions,cash_and_equivalents_billions,short_term_investments_billions,accounts_receivable_billions,long_term_debt_billions,inventory_billions,roe,roa,gross_margin,net_margin,operating_margin,current_ratio,quick_ratio,debt_to_equity,debt_to_assets,interest_coverage,asset_turnover,equity_turnover
NFLX,NETFLIX INC,2023,29.697844,17.332683,12.365161,6.194509,5.116228,765.62,11.55,11.24,48.594768,9.266473,27.817367,7.930974,11.06524,5.147176,0.911276,1.826388,14.353076,0.0,0.462369,0.105284,0.416366,0.172276,0.208584,1.16839,1.16839,2.513942,0.572435,8.09084,0.611133,2.683886
NFLX,NETFLIX INC,2022,24.996056,15.276319,9.719737,4.585289,2.761395,767.499,6.26,6.08,44.584663,8.069825,28.735415,8.488966,7.582157,6.027804,0.0,0.913883,14.693072,0.0,0.364196,0.061936,0.388851,0.110473,0.18344,0.950625,0.950625,3.789873,0.644513,5.974326,0.560642,3.296695
NFLX,NETFLIX INC,2021,20.156447,12.440213,7.716234,2.604254,1.866916,626.023,4.26,4.13,39.280359,9.76158,28.215119,7.805785,5.238765,8.20555,0.229747,0.742169,15.809095,0.0,0.356366,0.047528,0.382817,0.092621,0.129202,1.250557,1.250557,5.385834,0.718301,4.159997,0.513143,3.847557
NFLX,NETFLIX INC,2020,15.794341,9.967538,1.650378,1.605226,1.211242,420.493,2.78,2.68,33.975712,6.178504,26.393555,6.855696,3.581956,5.018437,0.23,0.524669,14.75926,0.0,0.338151,0.03565,0.104492,0.076688,0.101633,0.901222,0.901222,7.368475,0.776836,3.817486,0.464872,4.409418
NOW,"SERVICENOW, INC.",2025,8.971,1.921,7.05,0.762,1.731,23.0,1.7,1.68,20.383,9.187,10.774,8.358,5.032,1.897,3.458,2.24,1.489,0.0,0.343998,0.084924,0.785866,0.192955,0.08494,1.099186,1.099186,2.141097,0.528578,33.130435,0.440122,1.78279
NOW,"SERVICENOW, INC.",2024,7.245,1.573,5.672,0.355,0.325,24.0,1.61,1.6,17.387,7.777,9.759,7.365,3.695,1.47,2.98,2.036,1.488,0.0,0.087957,0.018692,0.782885,0.044859,0.048999,1.05594,1.05594,2.641137,0.561281,14.791667,0.416691,1.960758
NOW,"SERVICENOW, INC.",2023,5.896,1.353,4.543,0.257,0.23,41.0,1.16,1.13,13.299,6.654,8.267,6.005,2.834,1.728,2.81,1.725,1.486,0.0,0.081157,0.017295,0.770522,0.039009,0.043589,1.108077,1.108077,2.917078,0.621626,6.268293,0.443342,2.080452
NOW,"SERVICENOW, INC.",2022,4.519,0.987,3.532,0.199,0.119,33.0,0.61,0.59,10.798,5.22,7.103,4.949,2.127,1.677,1.576,1.39,0.092,0.0,0.055947,0.011021,0.781589,0.026333,0.044036,1.054759,1.054759,3.339445,0.657807,6.030303,0.418503,2.124589
NOW,"SERVICENOW, INC.",2021,3.46,0.796,2.664,0.042,0.626698,33.0,3.36,3.18,8.715,4.522,5.881,3.737,1.11,0.776,1.415,1.009,0.0,0.0,0.564593,0.07191,0.769942,0.181127,0.012139,1.210062,1.210062,5.298198,0.674814,1.272727,0.397017,3.117117
NOW,"SERVICENOW, INC.",2020,2.608816,0.622658,1.986158,-0.042426,-0.026704,52.733,-0.15,-0.15,6.02243,2.826901,3.894489,2.752785,0.778744,0.566204,0.915317,0.835279,0.694981,0.0,-0.034291,-0.004434,0.761325,-0.010236,-0.016263,1.026924,1.026924,5.000987,0.646664,-0.804544,0.433183,3.35003
NVDA,NVIDIA CORP,2025,26.974,11.618,15.356,4.224,4.368,262.0,0.18,0.17,65.728,44.345,22.75,10.631,26.612,7.28,18.704,9.999,8.459,5.282,0.164136,0.066456,0.569289,0.161934,0.156595,4.171292,3.674443,0.854877,0.346123,16.122137,0.410388,1.013603
NVDA,NVIDIA CORP,2024,26.914,9.439,17.475,10.041,9.752,236.0,3.91,3.85,41.182,23.073,19.081,6.563,16.893,3.389,9.907,3.827,9.703,5.159,0.577281,0.236802,0.64929,0.362339,0.373077,3.515618,2.729544,1.129521,0.463333,42.54661,0.653538,1.593204
NVDA,NVIDIA CORP,2023,16.675,6.279,10.396,4.532,4.332,184.0,1.76,1.73,44.187,28.829,17.575,4.335,12.204,1.99,19.218,4.65,10.946,2.605,0.354966,0.098038,0.623448,0.25979,0.271784,6.650288,6.049366,1.440102,0.397741,24.630435,0.377373,1.366355
NVDA,NVIDIA CORP,2022,10.918,4.15,6.768,2.846,2.796,52.0,1.15,1.13,28.791,16.055,11.898,3.925,9.342,0.847,10.714,2.429,5.964,1.826,0.299294,0.097114,0.619894,0.256091,0.26067,4.090446,3.625223,1.273603,0.413254,54.730769,0.379216,1.1687
NVDA,NVIDIA CORP,2021,11.716,4.545,7.171,3.804,4.141,58.0,6.81,6.63,17.315,13.69,5.111,1.784,7.471,10.896,0.001,1.657,1.991,0.979,0.554277,0.239157,0.612069,0.353448,0.324684,7.673767,7.125,0.684112,0.295178,65.586207,0.676639,1.568197
NVDA,NVIDIA CORP,2020,9.714,3.892,5.822,3.21,3.047,61.0,5.09,4.82,13.292,10.557,3.95,1.329,5.762,0.782,6.64,1.424,1.988,1.575,0.528809,0.229236,0.599341,0.313671,0.330451,7.943567,6.758465,0.685526,0.297171,52.622951,0.730816,1.685873
ORCL,Oracle Corporation,2025,49.954,36.861,13.093,13.093,8.503,3505.0,3.15,3.07,140.976,22.554,100.193,31.544,8.704,10.454,0.207,7.874,86.869,0.334,0.976907,0.060315,0.262101,0.170217,0.262101,0.715001,0.704413,11.511144,0.71071,3.735521,0.354344,5.7392
ORCL,Oracle Corporation,2024,42.44,31.514,10.926,10.926,6.717,2755.0,2.49,2.41,134.384,21.004,109.738,23.09,1.073,9.765,0.422,6.915,90.481,0.298,6.260019,0.049984,0.257446,0.15827,0.257446,0.909658,0.896752,102.272134,0.8166,3.96588,0.315811,39.552656
ORCL,Oracle Corporation,2023,40.479,25.266,15.213,15.213,13.746,2496.0,4.67,4.55,109.297,31.633,95.554,19.511,-6.22,21.383,0.519,5.953,75.859,0.314,-2.209968,0.125767,0.375825,0.339583,0.375825,1.621291,1.605197,-15.362379,0.87426,6.094952,0.370358,-6.507878
ORCL,Oracle Corporation,2022,39.068,25.172,13.896,13.896,10.135,1995.0,3.16,3.08,131.107,55.567,100.991,24.164,5.238,30.098,16.456,5.409,0.0,0.142,1.934899,0.077303,0.355688,0.259419,0.355688,2.299578,2.293701,19.280451,0.770294,6.965414,0.297986,7.458572
ORCL,Oracle Corporation,2021,39.506,25.971,13.535,13.535,11.083,2082.0,3.05,2.97,115.438,52.14,85.521,17.2,12.074,37.239,5.818,5.551,71.597,0.211,0.917923,0.096008,0.342606,0.28054,0.342606,3.031395,3.019128,7.083071,0.740839,6.500961,0.342227,3.271989
ORCL,Oracle Corporation,2020,39.383,26.119,13.264,13.264,3.587,2025.0,0.87,0.85,108.709,46.386,67.716,18.63,21.785,20.514,17.313,5.134,56.167,0.32,0.164655,0.032996,0.336795,0.09108,0.336795,2.489855,2.472678,3.108377,0.622911,6.550123,0.362279,1.807804
PANW,Palo Alto Networks Inc,2025,6.8927,1.9097,4.983,0.3873,0.4397,25.8,0.73,0.64,19.9909,6.8497,14.8212,7.6827,0.21,1.1353,1.0436,2.6186,0.9639,0.1159,2.09381,0.021995,0.722939,0.063792,0.05619,0.891575,0.876489,70.577143,0.741397,15.011628,0.344792,32.822381
PANW,Palo Alto Networks Inc,2024,5.5015,1.7187,3.7828,-0.1888,-0.267,27.4,-0.9,-0.9,14.5011,6.048,12.7527,7.7375,0.6345,2.1185,1.2547,2.4632,1.9915,0.0,-0.420804,-0.018412,0.687594,-0.048532,-0.034318,0.781648,0.781648,20.098818,0.87943,-6.890511,0.379385,8.670607
PANW,Palo Alto Networks Inc,2023,4.2561,1.2749,2.9812,-0.3041,-0.4989,163.3,-1.73,-1.73,12.2536,6.4149,12.0436,8.3063,0.21,1.8742,1.516,2.1425,3.6768,0.0,-2.375714,-0.040715,0.700453,-0.11722,-0.07145,0.772293,0.772293,57.350476,0.982862,-1.862217,0.347335,20.267143
PANW,Palo Alto Networks Inc,2022,3.4084,0.9995,2.4089,-0.179,-0.267,88.7,-2.76,-2.76,10.2416,4.6473,9.478,5.1167,0.6345,2.958,1.0269,1.2404,3.226,0.0,-0.420804,-0.02607,0.706754,-0.078336,-0.052517,0.908261,0.908261,14.937746,0.925441,-2.018038,0.3328,5.371789
PANW,Palo Alto Networks Inc,2021,2.8996,0.8084,2.0912,-0.0541,-0.0819,83.9,-0.87,-0.87,9.0654,5.1292,9.0654,2.6917,1.1018,0.9614,0.7898,1.0371,3.0841,0.0,-0.074333,-0.009034,0.721203,-0.028245,-0.018658,1.905562,1.905562,8.227809,1.0,-0.644815,0.319854,2.631694
PANW,Palo Alto Networks Inc,2020,2.2736,0.6451,1.6285,-0.1042,-0.1222,29.6,-1.33,-1.33,6.5922,3.6648,6.5922,2.0533,1.5863,2.5069,1.8417,0.5824,1.43,0.0,-0.077035,-0.018537,0.716265,-0.053747,-0.04583,1.784834,1.784834,4.155708,1.0,-3.52027,0.344892,1.433272
PLTR,Palantir Technologies Inc.,2025,2.225012,0.431105,1.793907,0.119966,0.209825,0.0,0.1,0.09,6.340884,5.934289,1.246477,0.996018,5.003275,0.831047,3.131463,0.575048,0.0,0.0,0.041938,0.033091,0.806246,0.094303,0.053917,5.958014,5.958014,0.249132,0.196578,NA,0.350899,0.444711
PLTR,Palantir Technologies Inc.,2024,1.905871,0.408549,1.497322,-0.161201,-0.373705,0.0,-0.18,-0.18,4.522425,4.138618,0.96146,0.746018,3.475561,2.59854,2.843132,0.364784,0.0,0.0,-0.107524,-0.082634,0.785637,-0.196081,-0.084581,5.547611,5.547611,0.276634,0.212598,NA,0.421427,0.548364
PLTR,Palantir Technologies Inc.,2023,1.541889,0.339404,1.202485,-0.411046,-0.520379,3.64,-0.27,-0.27,3.461239,3.041577,0.818802,0.587941,2.565326,2.290674,0.035135,0.258346,0.0,0.0,-0.202851,-0.150345,0.779878,-0.337494,-0.266586,5.173269,5.173269,0.31918,0.236563,-112.924725,0.445473,0.60105
PLTR,Palantir Technologies Inc.,2022,1.092673,0.352547,0.740126,-1.173679,-1.166391,14.139,-1.19,-1.2,3.24745,2.86325,0.95642,0.660061,-1.980642,2.011323,0.234153,0.190923,0.0,0.0,0.588895,-0.359171,0.677354,-1.067466,-1.074136,4.337857,4.337857,-0.482884,0.294514,-83.010043,0.336471,-0.551676
PLTR,Palantir Technologies Inc.,2021,0.742555,0.242373,0.500182,-0.576444,-0.579646,3.061,-1.02,-1.02,2.690504,2.257429,1.167954,0.603823,-1.751428,1.079154,0.234153,0.156932,0.197977,0.0,0.330956,-0.215441,0.673596,-0.78061,-0.776298,3.738561,3.738561,-0.666858,0.434102,-188.31885,0.275991,-0.423971
PLTR,Palantir Technologies Inc.,2020,0.595409,0.165401,0.430008,-0.62344,-0.580027,3.44,-1.11,-1.17,1.594025,1.214153,1.447436,0.728598,-1.501562,1.116342,0.008942,0.050315,0.396065,0.0,0.386282,-0.363876,0.722206,-0.974166,-1.047079,1.666424,1.666424,-0.963954,0.908038,-181.232558,0.373526,-0.396526
PYPL,"PayPal Holdings, Inc.",2025,29.771,24.743,5.028,5.028,4.246,347.0,3.85,3.84,78.725,58.206,58.308,45.49,20.274,9.081,4.262,0.984,9.879,0.0,0.209431,0.053935,0.168889,0.142622,0.168889,1.279534,1.279534,2.875999,0.740654,14.489914,0.378164,1.468432
PYPL,"PayPal Holdings, Inc.",2024,27.518,23.681,3.837,3.837,2.419,304.0,2.1,2.09,82.166,62.569,61.115,48.466,21.727,7.776,4.979,1.069,9.676,0.0,0.111336,0.02944,0.139436,0.087906,0.139436,1.290987,1.290987,2.81286,0.743799,12.621711,0.334907,1.266535
PYPL,"PayPal Holdings, Inc.",2023,25.371,21.109,4.262,4.262,4.169,232.0,3.55,3.52,78.624,57.424,58.35,45.008,20.274,5.197,3.092,0.963,10.417,0.0,0.205633,0.053025,0.167987,0.164321,0.167987,1.275862,1.275862,2.87807,0.74214,18.37069,0.322688,1.251406
PYPL,"PayPal Holdings, Inc.",2022,21.454,18.165,3.289,3.289,4.202,209.0,3.58,3.54,75.803,52.574,54.076,43.029,21.727,4.794,4.303,0.8,8.049,0.0,0.1934,0.055433,0.153305,0.195861,0.153305,1.221827,1.221827,2.488885,0.713375,15.736842,0.283023,0.987435
PYPL,"PayPal Holdings, Inc.",2021,17.772,15.053,2.719,2.719,2.459,115.0,2.09,2.07,70.379,50.995,50.316,38.447,20.019,7.349,8.289,0.577,8.939,0.0,0.122833,0.034939,0.152993,0.138364,0.152993,1.326371,1.326371,2.513412,0.714929,23.643478,0.252519,0.887757
PYPL,"PayPal Holdings, Inc.",2020,15.451,13.257,2.194,2.194,2.057,77.0,1.74,1.71,51.333,38.495,34.404,26.919,16.885,7.575,3.412,0.435,4.965,0.0,0.121824,0.040072,0.141997,0.133131,0.141997,1.430031,1.430031,2.037548,0.670212,28.493506,0.300995,0.915073
QCOM,QUALCOMM INC/DE,2025,35.82,15.869,19.951,7.788,7.232,694.0,6.47,6.42,55.154,25.231,28.88,10.504,18.013,7.849,5.451,2.347,13.27,6.423,0.401488,0.131124,0.556979,0.201898,0.21742,2.402037,1.790556,1.603287,0.523625,11.221902,0.649454,1.988564
QCOM,QUALCOMM INC/DE,2024,44.2,18.635,25.565,15.86,12.936,490.0,11.52,11.37,51.04,22.464,29.459,9.628,9.95,8.45,2.874,1.923,14.484,6.422,1.300101,0.253448,0.578394,0.29267,0.358824,2.333195,1.666182,2.960704,0.577175,32.367347,0.865987,4.442211
QCOM,QUALCOMM INC/DE,2023,33.566,14.262,19.304,9.789,9.043,559.0,7.99,7.87,49.014,20.724,31.001,11.866,6.077,2.773,3.609,4.175,13.537,6.341,1.48807,0.184498,0.575106,0.26941,0.291634,1.746503,1.212119,5.101366,0.632493,17.511628,0.684825,5.523449
QCOM,QUALCOMM INC/DE,2022,23.531,9.255,14.276,6.255,5.198,602.0,4.58,4.52,41.24,20.075,31.29,11.951,4.909,7.116,5.298,2.214,13.701,3.228,1.058871,0.126043,0.606689,0.2209,0.26582,1.679776,1.409673,6.374007,0.758729,10.390365,0.570587,4.793441
QCOM,QUALCOMM INC/DE,2021,24.273,8.599,15.674,7.667,4.386,627.0,3.63,3.59,35.594,18.519,29.517,8.672,0.807,6.707,4.507,2.687,15.226,2.598,5.434944,0.123223,0.645738,0.180695,0.315865,2.135494,1.835909,36.576208,0.829269,12.22807,0.681941,30.078067
QCOM,QUALCOMM INC/DE,2020,22.611,10.244,12.367,0.621,-4.964,768.0,-3.39,-3.39,32.718,16.765,28.048,8.935,30.725,11.839,0.421,1.046,13.437,1.4,-0.161562,-0.151721,0.546946,-0.219539,0.027465,1.876329,1.719642,0.912872,0.857265,0.808594,0.691087,0.735915
SHOP,Shopify Inc.,2025,7.06,3.545,3.515,-1.418,0.132,241.0,0.1,0.1,13.924,7.254,0.41,1.956,8.239,1.498,3.981,0.048,0.918,0.026,0.016021,0.00948,0.497875,0.018697,-0.20085,3.708589,3.695297,0.049763,0.029446,-5.883817,0.507038,0.8569
SHOP,Shopify Inc.,2024,5.6,2.846,2.754,-0.822,-3.46,75.0,-2.73,-2.73,11.299,6.275,1.335,0.898,11.133,1.413,3.595,0.03,0.0,0.019,-0.310788,-0.306222,0.491786,-0.617857,-0.146786,6.987751,6.966592,0.119914,0.118152,-10.96,0.495619,0.503009
SNOW,SNOWFLAKE INC.,2025,2.065659,0.71754,1.348119,-0.842267,-0.796705,0.0,-2.5,-2.5,8.223383,5.039264,3.032789,2.73123,5.180308,0.939902,2.083499,0.926902,0.0,0.0,-0.153795,-0.096883,0.652634,-0.38569,-0.407747,1.845053,1.845053,0.585446,0.368801,NA,0.251193,0.398752
SNOW,SNOWFLAKE INC.,2024,1.219327,0.458433,0.760894,-0.715036,-0.679948,9.129,-2.26,-2.26,7.722322,4.98469,2.253707,1.993517,5.456436,1.085729,3.067966,0.715821,0.0,0.0,-0.124614,-0.08805,0.624028,-0.557642,-0.586419,2.50045,2.50045,0.413036,0.291843,-78.325775,0.157896,0.223466
SNOW,SNOWFLAKE INC.,2023,0.592049,0.242588,0.349461,-0.543937,-0.539102,7.507,-3.81,-3.81,6.649698,4.598643,1.600653,1.397093,5.049045,0.820177,2.766364,0.545629,0.0,0.0,-0.106773,-0.081072,0.590257,-0.91057,-0.918736,3.29158,3.29158,0.317021,0.240711,-72.457307,0.089034,0.11726
SNOW,SNOWFLAKE INC.,2022,0.264748,0.116557,0.148191,-0.358088,-0.348535,11.551,-7.77,-7.77,5.921739,4.300652,0.985268,0.789264,-0.312467,0.127206,3.087887,0.294017,0.0,0.0,1.11543,-0.058857,0.559744,-1.316478,-1.352562,5.44894,5.44894,-3.153191,0.166382,-31.000606,0.044708,-0.847283
SNOW,SNOWFLAKE INC.,2021,0.096666,0.051753,0.044913,-0.185465,-0.178028,8.759,-4.67,-4.67,1.01272,0.665194,0.621003,0.416455,-0.131892,0.116541,0.306844,0.179459,0.0,0.0,1.349801,-0.175792,0.46462,-1.841682,-1.918617,1.597277,1.597277,-4.708421,0.613203,-21.174221,0.095452,-0.732918
SQ,"BLOCK, INC.",2025,21.915623,14.410737,7.504886,-0.278839,0.009772,0.0,0.02,0.02,36.777595,19.880201,15.542633,8.546798,21.267932,4.996465,0.001939,0.148898,5.105939,0.10499,0.000459,0.000266,0.342445,0.000446,-0.012723,2.326041,2.313757,0.730801,0.422611,NA,0.595896,1.030454
SQ,"BLOCK, INC.",2024,17.531587,11.539695,5.991892,-0.624532,-0.540747,0.0,-0.93,-0.93,33.031308,17.818697,14.338472,8.883044,18.695256,4.544202,0.003332,0.134824,4.120091,0.110097,-0.028924,-0.016371,0.341777,-0.030844,-0.035623,2.005922,1.993528,0.766958,0.434087,NA,0.530757,0.937756
SQ,"BLOCK, INC.",2023,17.661203,13.24138,4.419823,0.161112,0.166284,-33.124,0.36,0.33,31.36434,15.623405,14.112985,8.434516,17.222879,4.443669,0.004332,0.140508,4.109829,0.097703,0.009655,0.005302,0.250256,0.009415,0.009122,1.852318,1.840734,0.819432,0.449969,4.863905,0.563098,1.02545
SQ,"BLOCK, INC.",2022,9.497578,6.764169,2.733409,-0.018815,0.213105,-56.943,0.48,0.44,15.02636,11.621524,11.712771,6.5357,3.272855,3.158058,0.001953,0.089702,4.559208,0.077058,0.065113,0.014182,0.287801,0.022438,-0.001981,1.778161,1.76637,3.578763,0.779482,-0.330418,0.632061,2.901924
SQ,"BLOCK, INC.",2021,4.7135,2.823815,1.889685,0.026557,0.375446,44.9,0.88,0.81,9.86955,7.761629,7.187981,4.126104,2.681569,1.047118,0.006375,0.04196,2.586924,0.061129,0.14001,0.038041,0.400909,0.079653,0.005634,1.881104,1.866288,2.680513,0.728299,0.59147,0.47758,1.75774
SQ,"BLOCK, INC.",2020,3.298177,1.994477,1.3037,-0.036614,-0.038453,37.8,-0.09,-0.09,4.551258,3.219801,2.836208,1.694085,0.786333,1.047118,0.002512,0.033863,0.938832,0.047683,-0.048902,-0.008449,0.395279,-0.011659,-0.011101,1.900614,1.872467,3.606879,0.62317,-0.968624,0.724674,4.194377
TSLA,"Tesla, Inc.",2025,96.773,79.113,17.66,8.891,14.997,156.0,4.73,4.3,122.07,58.36,48.39,28.821,72.913,16.398,20.424,4.418,5.535,12.017,0.205683,0.122856,0.182489,0.154971,0.091875,2.024912,1.607959,0.663668,0.396412,56.99359,0.792766,1.327239
TSLA,"Tesla, Inc.",2024,81.462,60.609,20.853,13.656,12.556,191.0,4.02,3.62,106.618,49.616,43.009,28.748,62.634,16.253,12.696,3.508,2.682,13.626,0.200466,0.117766,0.255984,0.154133,0.167636,1.725894,1.251913,0.686672,0.403393,71.497382,0.764055,1.300604
TSLA,"Tesla, Inc.",2023,53.823,40.217,13.606,6.523,5.519,371.0,1.87,1.63,82.338,40.917,36.44,26.709,44.704,17.576,5.932,2.952,1.029,12.839,0.123457,0.067029,0.252792,0.10254,0.121194,1.531956,1.051256,0.81514,0.442566,17.58221,0.653684,1.203986
TSLA,"Tesla, Inc.",2022,31.536,24.906,6.63,1.994,0.721,748.0,0.25,0.21,62.131,27.1,30.548,19.705,30.189,19.384,0.131,1.913,4.254,5.757,0.023883,0.011605,0.210236,0.022863,0.063229,1.375285,1.083126,1.011892,0.491671,2.665775,0.507573,1.044619
TSLA,"Tesla, Inc.",2021,24.578,20.509,4.069,-0.069,-0.862,685.0,-0.98,-0.98,52.148,26.717,28.418,14.248,22.225,6.268,0.131,1.886,8.462,4.101,-0.038785,-0.01653,0.165555,-0.035072,-0.002807,1.87514,1.58731,1.27865,0.544949,-0.10073,0.471312,1.105872
TSLA,"Tesla, Inc.",2020,21.461,17.419,4.042,-0.388,-0.976,663.0,-1.14,-1.14,34.309,12.103,26.199,10.667,6.618,3.686,0.0,1.324,10.402,3.552,-0.147477,-0.028447,0.188342,-0.045478,-0.018079,1.134621,0.801631,3.958749,0.763619,-0.585219,0.625521,3.242823
TWLO,Twilio Inc.,2025,4.153945,2.110015,2.04393,-0.876541,-1.015441,38.389,-5.54,-5.54,9.865472,3.447299,1.912506,0.82022,10.559042,0.655931,1.963102,0.58854,0.990587,0.0,-0.096168,-0.102929,0.492046,-0.244452,-0.211014,4.202896,4.202896,0.181125,0.193859,-22.833129,0.421059,0.393402
TWLO,Twilio Inc.,2024,3.826321,2.012744,1.813577,-1.205308,-1.256145,37.5,-6.86,-6.86,11.609707,4.903972,1.877155,0.738297,11.031466,0.651752,3.356064,0.562773,0.988953,0.0,-0.113869,-0.108198,0.473974,-0.328291,-0.315004,6.642275,6.642275,0.170164,0.161688,-32.141547,0.329579,0.346855
TWLO,Twilio Inc.,2023,2.841839,1.451126,1.390713,-0.915584,-0.9499,20.637,-5.45,-5.45,12.564304,4.984086,2.005262,0.808158,8.452665,1.479452,3.503317,0.547507,0.987382,0.0,-0.112379,-0.075603,0.489371,-0.334255,-0.32218,6.167217,6.167217,0.237234,0.1596,-44.366138,0.226184,0.336206
TWLO,Twilio Inc.,2022,1.761776,0.846115,0.915661,-0.492901,-0.490979,0.0,-3.35,-3.35,12.998598,5.932228,1.967132,0.70355,4.279411,0.933885,3.87843,0.388215,0.985907,0.0,-0.114731,-0.037772,0.519737,-0.278684,-0.279775,8.43185,8.43185,0.459674,0.151334,NA,0.135536,0.411687
TWLO,Twilio Inc.,2021,1.134468,0.525551,0.608917,-0.369785,-0.307063,0.0,-2.36,-2.36,9.487433,3.372335,1.034768,0.448306,0.438235,0.253735,2.105906,0.251167,0.302068,0.0,-0.700681,-0.032365,0.536742,-0.270667,-0.325955,7.522395,7.522395,2.361217,0.109067,NA,0.119576,2.588721
TWLO,Twilio Inc.,2020,0.650067,0.300841,0.349226,-0.115235,-0.121949,0.708,-1.26,-1.26,5.150516,2.061331,0.871105,0.247222,0.359846,0.25366,0.006342,0.154067,0.45819,0.0,-0.338892,-0.023677,0.537215,-0.187595,-0.177266,8.337976,8.337976,2.420772,0.16913,-162.761299,0.126214,1.806514
UBER,"UBER TECHNOLOGIES, INC.",2025,37.281,22.457,14.824,1.11,1.887,633.0,0.93,0.87,51.244,12.245,28.768,11.476,21.558,4.68,1.084,3.333,8.347,0.0,0.087531,0.036824,0.397629,0.050616,0.029774,1.067009,1.067009,1.334447,0.561393,1.753555,0.727519,1.729335
UBER,"UBER TECHNOLOGIES, INC.",2024,31.877,19.659,12.218,-1.832,-9.141,525.0,-4.64,-4.65,38.699,11.297,26.017,9.454,11.249,4.208,0.727,3.404,9.459,0.0,-0.812606,-0.236208,0.383286,-0.286758,-0.057471,1.194944,1.194944,2.312828,0.672291,-3.489524,0.823716,2.833763
UBER,"UBER TECHNOLOGIES, INC.",2023,17.455,9.351,8.104,-3.834,-0.496,483.0,-0.26,-0.29,32.109,9.249,23.605,8.853,7.34,4.295,0.103,2.779,9.265,0.0,-0.067575,-0.015447,0.46428,-0.028416,-0.219651,1.044731,1.044731,3.21594,0.735152,-7.937888,0.543617,2.378065
UBER,"UBER TECHNOLOGIES, INC.",2022,11.139,5.154,5.985,-4.863,-6.768,458.0,-3.86,-3.86,38.774,8.819,23.425,9.024,14.458,5.647,0.0,2.439,9.276,0.0,-0.468115,-0.17455,0.537301,-0.607595,-0.436574,0.977283,0.977283,1.62021,0.604142,-10.617904,0.28728,0.770439
UBER,"UBER TECHNOLOGIES, INC.",2021,13.0,6.061,6.939,-8.596,-8.506,559.0,-6.81,-6.81,33.252,9.882,19.498,6.865,12.266,10.873,1.18,1.073,7.56,0.0,-0.693462,-0.255804,0.533769,-0.654308,-0.661231,1.439476,1.439476,1.589597,0.586371,-15.37746,0.390954,1.05984
UBER,"UBER TECHNOLOGIES, INC.",2020,10.433,4.786,5.647,-3.033,0.997,648.0,0.0,0.0,31.761,13.925,16.578,5.639,14.19,6.406,0.44,1.214,5.707,0.0,0.070261,0.031391,0.541263,0.095562,-0.290712,2.469409,2.469409,1.168288,0.521961,-4.680556,0.328485,0.735236
WDAY,"WORKDAY, INC.",2025,6.216,6.438,-0.222,-0.222,-0.367,102.0,-1.44,-1.44,16.452,9.939,8.37,5.055,5.585,1.886,5.801,1.639,2.98,0.0,-0.065712,-0.022307,-0.035714,-0.059041,-0.035714,1.966172,1.966172,1.498657,0.508753,-2.176471,0.377826,1.112981
WDAY,"WORKDAY, INC.",2024,5.139,5.255,-0.116,-0.116,0.029,17.0,0.12,0.12,13.486,8.108,7.901,4.628,4.535,1.534,4.235,1.57,2.976,0.0,0.006395,0.00215,-0.022572,0.005643,-0.022572,1.751945,1.751945,1.742227,0.585867,-6.823529,0.381062,1.133186
WDAY,"WORKDAY, INC.",2023,4.317996,4.566595,-0.248599,-0.248599,-0.282431,68.806,-1.19,-1.19,10.498505,5.214065,5.963423,5.067855,3.277834,1.384181,2.109888,1.242545,0.617354,0.0,-0.086164,-0.026902,-0.057573,-0.065408,-0.057573,1.02885,1.02885,1.819318,0.568026,-3.613042,0.411296,1.317332
WDAY,"WORKDAY, INC.",2022,3.627206,4.129436,-0.50223,-0.50223,-0.480674,58.685,-2.12,-2.12,8.718411,4.802061,5.440577,4.282648,2.486551,0.731141,2.151472,1.032484,0.691913,0.0,-0.19331,-0.055133,-0.138462,-0.132519,-0.138462,1.121283,1.121283,2.188001,0.624033,-8.558064,0.41604,1.45873
WDAY,"WORKDAY, INC.",2021,2.82218,3.285464,-0.463284,-0.463284,-0.418258,60.209,-1.93,-1.93,6.816365,3.094622,4.329814,2.969404,1.958442,0.638554,1.213432,0.877578,1.017967,0.0,-0.213567,-0.061361,-0.164158,-0.148204,-0.164158,1.042169,1.042169,2.210846,0.635209,-7.694597,0.41403,1.441033
WDAY,"WORKDAY, INC.",2020,2.14305,2.446273,-0.303223,-0.303223,-0.321222,44.549,-1.55,-1.55,5.520746,2.700596,3.562304,2.430691,1.580365,1.134355,1.139864,0.70468,0.232514,0.0,-0.203258,-0.058185,-0.141491,-0.14989,-0.141491,1.11104,1.11104,2.254102,0.645258,-6.806505,0.388181,1.356047
ZM,"Zoom Communications, Inc.",2025,4.39296,1.100451,3.292509,0.245429,0.103711,41.418,0.35,0.34,9.929793,7.926219,1.910387,1.762187,5.780018,1.08683,5.404233,0.536078,0.0,0.0,0.017943,0.010444,0.749497,0.023608,0.055869,4.497944,4.497944,0.330516,0.192389,5.92566,0.442402,0.760025
